Customer_ID,Name,Age,Gender,Marital_Status,City,State,Occupation,Annual_Income,Expenses,Credit_Score,Website_Visits,Search_History,Chatbot_Interactions,Active_Policies,Matured_Policies,Payment_History,Premium_Type,Email_Response_Rate,App_Interactions,Feedback_Score,Propensity_Score,Policy_Type,Total_Premium_Paid,Policy_Maturity_Amount,Years_Completed,Policy_Term,Market_Return_Comparison,Estimated_Alternative_Growth
218,Sunita Gupta,56,Female,Single,Bangalore,Karnataka,Businessman,1175744,520795,709,1,Life Insurance,18,5,0,On-time,Lump Sum,0.7586896516350534,15,9,0.66,Term,158155,238486.94223099196,2,13,1.12,198389.63200000004
219,Pankaj Chopra,58,Male,Married,Ahmedabad,Gujarat,Nurse,1408475,326359,397,22,Car Insurance,3,1,1,Late,Lump Sum,0.2567536484297469,34,9,0.62,Term,140674,311548.3402308395,9,16,1.12,390100.08112554793
220,Priya Gupta,59,Male,Single,Lucknow,Uttar Pradesh,Software Engineer,271582,1466168,550,12,Health Insurance,4,4,0,Late,Yearly,0.4672068961405671,85,7,0.33,Endowment,402451,626715.9529560978,3,19,1.15,612077.6646249999
221,Pankaj Nair,52,Male,Single,Jaipur,Rajasthan,Businessman,1595667,291061,757,9,Health Insurance,6,0,1,Late,Monthly,0.8556463083839152,84,9,0.72,Term,277529,629823.9279636175,15,16,1.12,1519073.2316008485
222,Rahul Patel,65,Female,Married,Pune,Maharashtra,Journalist,1519811,1414275,820,32,Car Insurance,18,2,3,On-time,Monthly,0.0744562392867025,68,7,0.69,ULIP,260469,456044.6829465315,3,24,1.15,396140.7903749999
223,Suresh Pandey,43,Male,Married,Bangalore,Karnataka,Mechanic,1575926,760694,731,12,Car Insurance,14,3,3,Late,Yearly,0.9798589491032982,52,2,0.64,Money Back,430987,891201.3269797127,19,24,1.06,1303994.0526062252
224,Vikram Iyer,42,Female,Single,Lucknow,Uttar Pradesh,Mechanic,346817,1300320,651,44,Car Insurance,15,2,0,Late,Yearly,0.9026886537163998,53,2,0.45,Term,443191,586871.7086558104,18,13,1.15,5484689.658765346
225,Divya Saxena,32,Female,Single,Kolkata,West Bengal,Lawyer,416143,673303,745,23,Retirement Plans,12,4,3,On-time,Lump Sum,0.7534127864584045,22,10,0.57,Term,458864,922783.3607059083,8,15,1.12,1136130.3669273423
226,Suresh Ghosh,48,Male,Single,Lucknow,Uttar Pradesh,Bank Manager,1990377,1060066,556,14,Investment Plans,19,3,0,On-time,Monthly,0.9946316018023688,3,10,0.74,Endowment,276713,494568.5865923393,17,29,1.06,745125.2358678923
227,Divya Saxena,28,Male,Married,Kolkata,West Bengal,Plumber,1748664,590549,814,27,Investment Plans,12,1,2,Late,Monthly,0.190326205651353,25,6,0.76,Endowment,461501,905737.7100731278,8,14,1.15,1411742.1100846392
228,Pooja Kumar,63,Female,Single,Hyderabad,Telangana,Software Engineer,1548450,592645,458,28,Health Insurance,3,5,0,On-time,Monthly,0.8844274584625178,48,6,0.61,ULIP,39063,55407.68069627888,7,29,1.06,58736.30880697952
229,Rahul Gupta,26,Female,Married,Mumbai,Maharashtra,Doctor,1829288,694826,749,40,Retirement Plans,20,3,2,Late,Lump Sum,0.1415546509051002,93,4,0.79,Money Back,87642,189125.81538071742,7,21,1.06,131781.16315852082
230,Arun Das,62,Female,Married,Ahmedabad,Gujarat,Journalist,998604,1443436,382,35,Car Insurance,0,3,2,Late,Monthly,0.880396818370395,94,1,0.37,Endowment,110093,255595.8942553567,3,10,1.12,154672.73830400006
231,Amit Chopra,46,Male,Single,Ahmedabad,Gujarat,Lawyer,599513,524554,711,29,Car Insurance,7,4,3,On-time,Monthly,0.2966214033534633,87,1,0.5,Term,237215,351496.11118209333,1,17,1.06,251447.90000000002
232,Pankaj Pandey,56,Female,Married,Ahmedabad,Gujarat,Plumber,1487151,906009,876,31,Car Insurance,15,1,2,On-time,Lump Sum,0.027373470883056,47,7,0.73,Money Back,450815,597072.4245508682,4,10,1.12,709366.1302784003
233,Suman Das,34,Female,Single,Indore,Madhya Pradesh,Civil Engineer,1217066,251397,388,3,Retirement Plans,19,5,3,Late,Monthly,0.5121045877603453,92,3,0.57,Money Back,202992,249828.37701633328,5,14,1.06,271649.08644817927
234,Suresh Reddy,31,Female,Single,Mumbai,Maharashtra,Nurse,409810,520930,870,29,Investment Plans,15,1,0,On-time,Monthly,0.1530544098503315,13,1,0.55,Term,179601,365409.54048644437,1,15,1.15,206541.15
235,Suman Singh,41,Male,Single,Pune,Maharashtra,Electrician,1530199,532475,567,27,Investment Plans,13,3,2,Late,Monthly,0.3440531838566406,93,6,0.68,Endowment,55954,111304.94160390513,15,12,1.06,134097.01713670013
236,Sneha Sharma,54,Female,Single,Ahmedabad,Gujarat,Electrician,797848,579307,519,23,Retirement Plans,9,2,1,Late,Yearly,0.2709923806596267,64,10,0.57,Term,47856,91438.7767976979,5,24,1.15,96255.50956499997
237,Manish Chopra,42,Male,Single,Mumbai,Maharashtra,Teacher,1055871,936912,556,18,Retirement Plans,10,4,1,Late,Monthly,0.5497732789184469,20,10,0.57,Money Back,22573,33894.06434081368,13,14,1.15,138886.87497548666
238,Rajesh Kumar,29,Female,Single,Hyderabad,Telangana,Civil Engineer,1798762,1249929,428,25,Health Insurance,15,4,2,On-time,Lump Sum,0.9172578833811847,33,8,0.65,Whole Life,491560,839671.8767515091,8,23,1.06,783471.9595163808
239,Pooja Yadav,33,Female,Single,Mumbai,Maharashtra,Government Employee,1125459,1166704,881,12,Car Insurance,0,4,0,Late,Monthly,0.0765762970248129,39,9,0.56,Whole Life,55367,109229.0826253287,8,27,1.15,169368.9188302002
240,Suresh Saxena,43,Male,Single,Chennai,Tamil Nadu,Electrician,1789580,1122977,839,37,Investment Plans,14,0,1,On-time,Lump Sum,0.1815985791238186,59,6,0.75,ULIP,257804,475853.8282657281,5,25,1.06,344999.90680759045
241,Rahul Pandey,38,Male,Married,Patna,Bihar,Bank Manager,627650,1279695,356,49,Retirement Plans,10,3,2,Late,Yearly,0.3709037069783092,75,1,0.4,Term,381752,948318.2272869959,9,15,1.06,644961.971557196
242,Dinesh Sharma,28,Male,Married,Jaipur,Rajasthan,Mechanic,815727,398376,560,17,Life Insurance,11,4,2,Late,Lump Sum,0.8594516646866743,22,3,0.53,Term,342918,472325.54118742474,1,23,1.15,394355.69999999995
243,Rahul Sharma,54,Male,Married,Chennai,Tamil Nadu,Teacher,979509,1421122,805,21,Car Insurance,16,0,0,On-time,Yearly,0.4540908035496591,50,7,0.58,ULIP,43752,92040.55388729741,4,17,1.15,76522.52144999997
244,Sneha Chopra,45,Female,Married,Chennai,Tamil Nadu,Electrician,411603,551637,429,38,Car Insurance,19,4,2,Late,Monthly,0.7881176265390564,19,3,0.5,ULIP,337173,581830.583597437,3,16,1.12,473703.7885440001
245,Rohit Chopra,34,Female,Married,Patna,Bihar,Civil Engineer,503114,125853,392,34,Life Insurance,2,5,2,On-time,Lump Sum,0.6800413009204443,61,7,0.5,ULIP,168757,296448.5871408025,2,17,1.15,223181.13249999998
246,Divya Reddy,38,Male,Married,Lucknow,Uttar Pradesh,Nurse,1515504,1323239,894,8,Investment Plans,14,0,3,Late,Monthly,0.3840771126078717,19,5,0.63,Money Back,412426,879653.9689291406,8,22,1.12,1021151.5889465639
247,Rajesh Reddy,53,Male,Married,Indore,Madhya Pradesh,Bank Manager,1957642,694701,848,1,Car Insurance,20,5,1,On-time,Yearly,0.5905976476753553,3,5,0.76,Term,333837,701113.4496845757,9,15,1.15,1174397.26766567
248,Meena Nair,56,Female,Married,Bangalore,Karnataka,Government Employee,1975307,853808,844,39,Investment Plans,7,1,1,Late,Monthly,0.4248075505931832,2,6,0.77,Money Back,136739,340293.15931969654,2,27,1.06,153639.94040000002
249,Neha Yadav,28,Male,Married,Kolkata,West Bengal,Teacher,1589715,447987,622,35,Car Insurance,16,0,1,Late,Yearly,0.4872797774470533,80,2,0.7,ULIP,338105,462159.9766066531,14,11,1.15,2392331.497502545
250,Rohit Agarwal,23,Female,Single,Mumbai,Maharashtra,Bank Manager,1717978,1348515,432,9,Car Insurance,2,4,2,On-time,Yearly,0.1107501462329546,39,5,0.5,Term,258009,344530.39448634716,14,17,1.06,583333.5687202438
251,Neha Pandey,39,Female,Single,Patna,Bihar,Civil Engineer,993359,1349963,730,9,Retirement Plans,17,3,2,On-time,Monthly,0.4519994082511057,40,9,0.57,Money Back,276028,591152.7335187359,4,20,1.06,348478.99031488004
252,Rahul Sharma,29,Male,Single,Lucknow,Uttar Pradesh,Bank Manager,1993719,332973,465,12,Investment Plans,2,5,0,On-time,Lump Sum,0.0443932831106935,20,1,0.61,Money Back,227980,444994.8441408575,6,10,1.06,323393.987212123
253,Dinesh Iyer,45,Female,Single,Delhi,Delhi,Teacher,681772,588600,546,33,Investment Plans,2,5,3,On-time,Yearly,0.6642829486685645,41,5,0.49,ULIP,276609,430516.7001613737,11,15,1.12,962198.2351093102
254,Amit Saxena,37,Male,Married,Ahmedabad,Gujarat,Doctor,1649411,699104,670,29,Life Insurance,18,1,3,On-time,Monthly,0.6194830620862621,97,1,0.68,Term,408822,532795.3008494601,3,25,1.15,621767.1592499999
255,Rohit Singh,41,Male,Married,Kolkata,West Bengal,Shop Owner,628842,771016,799,16,Investment Plans,11,3,0,Late,Yearly,0.5877335854151776,9,6,0.54,ULIP,356676,467729.1143829734,8,29,1.06,568487.3558313627
256,Rahul Bose,41,Male,Married,Pune,Maharashtra,Mechanic,378137,530282,790,25,Retirement Plans,8,3,3,Late,Lump Sum,0.0576079453628189,55,2,0.49,Term,364138,860257.1397339755,3,21,1.06,433694.184208
257,Divya Nair,36,Male,Married,Delhi,Delhi,Nurse,429890,294986,738,22,Health Insurance,11,5,3,Late,Monthly,0.2792097382509552,39,9,0.59,Whole Life,338277,490307.99390504684,14,20,1.12,1653197.6824501746
258,Rohit Saxena,38,Male,Single,Mumbai,Maharashtra,Mechanic,836145,999280,586,10,Health Insurance,4,3,3,On-time,Monthly,0.5922932637363174,68,7,0.47,Endowment,343412,556458.9773559797,13,19,1.15,2112941.1026040767
259,Amit Gupta,35,Male,Married,Lucknow,Uttar Pradesh,Bank Manager,791431,1227775,641,22,Health Insurance,0,0,3,On-time,Monthly,0.7031729298889133,7,2,0.4,Endowment,451459,674774.694500892,13,12,1.15,2777731.3467221116
260,Anjali Bose,27,Male,Married,Jaipur,Rajasthan,Farmer,640278,570580,496,21,Life Insurance,14,2,3,On-time,Lump Sum,0.1307339237269057,39,4,0.5,Endowment,208456,346348.642907053,2,22,1.12,261487.20640000002
261,Manish Yadav,31,Female,Single,Patna,Bihar,Nurse,1350573,603622,879,46,Investment Plans,20,0,0,On-time,Monthly,0.6068670475881195,94,2,0.75,ULIP,51653,66645.33467417315,13,12,1.12,225387.50969619272
262,Rahul Patel,53,Female,Married,Kolkata,West Bengal,Civil Engineer,1471791,1357410,778,2,Car Insurance,12,1,1,Late,Yearly,0.584261457443988,16,5,0.57,Whole Life,177729,333202.3708518368,19,24,1.15,2529398.5428790567
263,Dinesh Mehta,61,Male,Single,Indore,Madhya Pradesh,Electrician,1792854,939830,852,46,Car Insurance,14,2,2,Late,Lump Sum,0.8772344048409937,48,10,0.83,Term,453168,583633.4052833439,6,25,1.12,894473.2785994635
264,Pankaj Singh,58,Female,Married,Kolkata,West Bengal,Nurse,655181,1009782,693,36,Retirement Plans,15,1,0,Late,Yearly,0.7222183264306302,29,3,0.53,Money Back,435396,975488.8287037724,16,22,1.15,4074270.697854371
265,Anjali Agarwal,63,Male,Single,Chennai,Tamil Nadu,Civil Engineer,1982323,1465799,377,2,Life Insurance,8,5,3,On-time,Monthly,0.7158962391822253,98,8,0.56,Term,248504,373706.70336399134,2,26,1.15,328646.5399999999
266,Suman Saxena,27,Female,Single,Mumbai,Maharashtra,Teacher,374015,178068,524,4,Investment Plans,13,1,2,On-time,Yearly,0.1683228859093447,21,8,0.51,Money Back,141829,269760.9547873761,8,12,1.06,226053.8785626348
267,Priya Yadav,60,Female,Married,Hyderabad,Telangana,Doctor,1530078,1091271,508,42,Car Insurance,9,5,1,Late,Lump Sum,0.6375221151094428,59,3,0.59,Term,148377,347810.94320763845,17,29,1.06,399545.5476337225
268,Suresh Chopra,58,Female,Single,Pune,Maharashtra,Farmer,1767571,236049,621,4,Retirement Plans,8,1,2,Late,Monthly,0.1256001397276134,73,1,0.64,Whole Life,491627,1005937.9548063345,2,20,1.15,650176.7074999999
269,Meena Malhotra,47,Male,Married,Delhi,Delhi,Businessman,1866496,713735,605,1,Investment Plans,8,0,0,Late,Monthly,0.7767756841390081,54,6,0.65,Money Back,21622,40927.097239056864,10,28,1.15,87473.04936147635
270,Dinesh Patel,57,Female,Married,Ahmedabad,Gujarat,Nurse,1991276,556518,611,12,Retirement Plans,13,5,1,Late,Yearly,0.6700472070832948,83,3,0.7,ULIP,68756,111497.05898796099,16,20,1.15,643392.5807808872
271,Rajesh Patel,40,Female,Single,Mumbai,Maharashtra,Bank Manager,363947,767962,551,24,Health Insurance,18,2,2,Late,Monthly,0.3605014151650171,7,1,0.45,Term,60809,99295.16733050274,6,25,1.15,140654.91209689053
272,Rohit Malhotra,55,Male,Single,Chennai,Tamil Nadu,Shop Owner,702871,678886,406,16,Car Insurance,18,4,0,Late,Yearly,0.6678785765755596,38,4,0.49,Term,36725,76032.98095854958,2,12,1.15,48568.81249999999
273,Suman Kumar,33,Male,Married,Lucknow,Uttar Pradesh,Nurse,1604682,278852,344,31,Car Insurance,7,4,0,On-time,Yearly,0.3946530205263011,51,3,0.62,Money Back,212468,529551.2423399207,2,15,1.15,280988.92999999993
274,Suman Iyer,27,Male,Married,Indore,Madhya Pradesh,Nurse,933666,296544,574,36,Car Insurance,10,0,3,On-time,Yearly,0.7921726266035316,20,9,0.65,ULIP,71226,146753.4055770754,13,23,1.12,310794.16037056944
275,Dinesh Agarwal,45,Male,Single,Mumbai,Maharashtra,Bank Manager,340354,920527,868,37,Retirement Plans,2,0,1,On-time,Yearly,0.0698539127307174,31,10,0.54,ULIP,101182,194787.334257234,15,27,1.15,823324.169761902
276,Rahul Reddy,27,Male,Single,Mumbai,Maharashtra,Bank Manager,546210,981389,308,40,Car Insurance,3,5,0,On-time,Lump Sum,0.1265947368666686,64,8,0.43,Whole Life,495781,1065852.6328020007,2,26,1.12,621907.6864000001
277,Manish Joshi,45,Male,Single,Delhi,Delhi,Teacher,749436,81546,813,14,Investment Plans,11,0,0,Late,Monthly,0.0015159305176857,14,3,0.6,ULIP,49402,89159.11395545231,7,13,1.12,109212.08288867523
278,Anjali Mehta,28,Female,Single,Delhi,Delhi,Shop Owner,1878552,438312,839,3,Retirement Plans,5,3,0,On-time,Yearly,0.6104577976079167,82,5,0.71,ULIP,24263,31012.60375607971,3,24,1.15,36900.990125
279,Sunita Iyer,34,Male,Single,Mumbai,Maharashtra,Farmer,617717,900983,377,32,Car Insurance,0,2,3,Late,Lump Sum,0.5786431851664954,95,5,0.4,ULIP,247595,478102.4441654784,8,20,1.15,757398.7656503587
280,Neha Mehta,44,Female,Single,Kolkata,West Bengal,Bank Manager,360197,66083,424,45,Life Insurance,19,1,0,Late,Yearly,0.3292058344628845,62,5,0.58,Endowment,197900,483848.2569446991,14,12,1.12,967159.5212115797
281,Rohit Das,47,Female,Single,Hyderabad,Telangana,Shop Owner,1000919,886399,851,38,Life Insurance,9,1,1,Late,Yearly,0.103615292781324,42,4,0.61,Whole Life,67924,96988.26017371217,7,12,1.12,150158.32391665067
282,Suman Verma,48,Male,Married,Mumbai,Maharashtra,Mechanic,534322,975178,657,36,Retirement Plans,15,4,1,Late,Monthly,0.7084486011159834,51,7,0.55,Term,356326,747217.8875445339,7,25,1.15,947834.2439279073
283,Kavita Nair,62,Male,Married,Lucknow,Uttar Pradesh,Electrician,1489283,749969,507,14,Car Insurance,18,3,1,On-time,Lump Sum,0.5366317428991683,28,1,0.59,Money Back,244137,356736.3523326029,1,14,1.15,280757.55
284,Divya Gupta,45,Female,Married,Bangalore,Karnataka,Electrician,1375455,209513,829,35,Retirement Plans,9,5,1,Late,Yearly,0.8146734632157284,73,10,0.78,Term,472268,895692.1495579531,17,19,1.12,3242611.398288577
285,Neha Nair,33,Female,Single,Kolkata,West Bengal,Mechanic,1413288,876025,479,31,Life Insurance,13,4,1,On-time,Yearly,0.5350034563328498,88,2,0.58,Whole Life,424880,563254.6569036677,9,28,1.12,1178225.7024654364
286,Sneha Agarwal,46,Female,Married,Ahmedabad,Gujarat,Mechanic,1709463,583733,763,5,Health Insurance,6,5,3,On-time,Monthly,0.5330726301402366,24,2,0.63,Money Back,317881,567570.8726652946,13,13,1.12,1387071.5538252462
287,Rahul Agarwal,45,Female,Single,Ahmedabad,Gujarat,Software Engineer,662589,1170045,880,17,Life Insurance,18,1,1,On-time,Lump Sum,0.2594934057494772,40,10,0.6,Whole Life,383476,837132.8353248633,19,28,1.06,1160244.7946625417
288,Amit Singh,60,Female,Single,Hyderabad,Telangana,Lawyer,1982572,1206443,361,10,Investment Plans,2,4,2,On-time,Yearly,0.5155571041704474,1,6,0.55,ULIP,371707,614001.599128389,19,20,1.12,3201423.8096624576
289,Manish Sharma,56,Male,Single,Delhi,Delhi,Plumber,1923117,1153028,859,2,Car Insurance,7,3,2,On-time,Monthly,0.5166111810393738,82,4,0.64,Money Back,180445,372507.99496262486,17,11,1.06,485897.38532769267
290,Divya Patel,38,Male,Single,Jaipur,Rajasthan,Software Engineer,463597,103327,752,14,Health Insurance,14,4,2,Late,Lump Sum,0.1315770103096901,22,8,0.6,ULIP,187469,418821.6713090766,10,19,1.15,758416.6631554256
291,Pooja Das,63,Male,Married,Patna,Bihar,Mechanic,1018738,899908,867,2,Investment Plans,12,5,0,Late,Yearly,0.45634279790013,25,2,0.54,Term,410719,987915.2108904158,10,20,1.15,1661587.4276522158
292,Anjali Pandey,62,Female,Single,Lucknow,Uttar Pradesh,Farmer,392967,881119,463,24,Life Insurance,4,0,2,On-time,Yearly,0.9826465713083954,63,7,0.41,Term,499361,751555.6360286474,4,29,1.12,785754.2011289602
293,Rajesh Joshi,49,Female,Married,Kolkata,West Bengal,Software Engineer,1183669,1371406,690,4,Car Insurance,17,2,1,Late,Lump Sum,0.0247776615876237,93,9,0.58,Money Back,121371,208650.183622999,8,25,1.15,371276.66384922835
294,Manish Sharma,43,Male,Single,Kolkata,West Bengal,Doctor,563932,1276183,493,9,Investment Plans,20,2,3,On-time,Yearly,0.8304624696785635,31,2,0.4,Money Back,58709,82083.44924460012,18,28,1.15,726550.5057107538
295,Pankaj Singh,52,Male,Married,Pune,Maharashtra,Bank Manager,565553,176618,851,47,Health Insurance,12,3,2,Late,Monthly,0.4536105294813449,53,2,0.63,Whole Life,212192,528406.5770769869,14,20,1.15,1501408.1575784446
296,Pankaj Patel,42,Male,Married,Kolkata,West Bengal,Doctor,1130429,978584,339,48,Car Insurance,0,4,0,On-time,Yearly,0.2503372701464438,50,8,0.52,Whole Life,170322,409641.65651644237,18,23,1.15,2107812.0089537725
297,Rajesh Malhotra,29,Female,Single,Indore,Madhya Pradesh,Shop Owner,447487,1357439,661,25,Retirement Plans,2,3,2,Late,Yearly,0.9926134062299798,67,1,0.35,ULIP,41172,78306.84945828456,14,11,1.06,93085.93766632123
298,Meena Ghosh,34,Male,Single,Indore,Madhya Pradesh,Businessman,312468,460298,738,19,Retirement Plans,18,1,3,Late,Monthly,0.4546036353459139,24,7,0.56,Money Back,31555,72407.46878526236,15,14,1.06,75623.39378326076
299,Dinesh Pandey,58,Male,Single,Delhi,Delhi,Plumber,1403551,338736,668,45,Car Insurance,7,3,2,Late,Lump Sum,0.86063112040295,97,1,0.66,Term,491833,923291.2222863324,4,14,1.12,773908.7473868803
300,Sneha Saxena,25,Male,Married,Jaipur,Rajasthan,Shop Owner,563060,733503,687,33,Car Insurance,10,1,3,On-time,Lump Sum,0.917070042108564,24,4,0.52,Whole Life,73276,147333.2243363173,13,28,1.12,319739.3212494573
301,Sneha Verma,41,Female,Married,Indore,Madhya Pradesh,Teacher,655603,384089,354,2,Investment Plans,18,0,2,On-time,Monthly,0.8491920327842566,47,7,0.5,Whole Life,77492,101968.75964159466,8,21,1.12,191867.33845743752
302,Anjali Chopra,40,Male,Single,Chennai,Tamil Nadu,Nurse,1226214,379616,802,40,Retirement Plans,0,0,2,On-time,Lump Sum,0.4091191493068097,8,4,0.64,Term,204074,445259.1725302053,18,27,1.15,2525508.319038246
303,Manish Agarwal,24,Female,Married,Delhi,Delhi,Nurse,951400,1421116,801,50,Investment Plans,17,3,0,On-time,Yearly,0.0853942836373969,11,6,0.62,Whole Life,276010,377037.2582036095,12,13,1.15,1476722.5316117976
304,Sneha Verma,45,Female,Married,Mumbai,Maharashtra,Plumber,635646,907833,671,39,Health Insurance,1,2,2,On-time,Yearly,0.421119421517054,67,2,0.46,ULIP,371743,845301.9167948553,14,26,1.06,840475.2192240177
305,Kavita Joshi,32,Male,Married,Indore,Madhya Pradesh,Teacher,1190609,131208,894,35,Retirement Plans,12,2,0,Late,Lump Sum,0.5631893101885015,85,7,0.76,Money Back,485571,1076334.408725656,2,19,1.06,545587.5756000001
306,Meena Gupta,22,Female,Married,Indore,Madhya Pradesh,Teacher,1479605,486896,312,44,Life Insurance,18,4,1,On-time,Yearly,0.4947518882055559,38,8,0.7,Term,242320,514049.91970420146,18,29,1.12,1863432.5114496062
307,Divya Nair,36,Female,Married,Hyderabad,Telangana,Government Employee,1162215,626413,509,7,Car Insurance,17,2,0,Late,Monthly,0.1720927762804985,56,2,0.54,Money Back,437978,546162.2864839165,2,15,1.06,492112.08080000005
308,Arun Verma,31,Female,Single,Kolkata,West Bengal,Government Employee,1174553,1246441,808,27,Retirement Plans,13,4,3,Late,Yearly,0.8541178267213069,65,5,0.6,Whole Life,31046,49489.39982028227,11,23,1.06,58934.57704208163
309,Kavita Yadav,52,Male,Single,Indore,Madhya Pradesh,Nurse,1878088,514861,586,43,Car Insurance,11,2,3,On-time,Lump Sum,0.3537765318109122,74,10,0.8,Whole Life,248071,382536.9778294585,9,20,1.06,419110.734838757
310,Vikram Reddy,24,Male,Married,Mumbai,Maharashtra,Doctor,1720716,420861,625,10,Life Insurance,10,3,3,On-time,Lump Sum,0.2366965771288302,61,9,0.72,Term,398165,664209.8264851666,12,20,1.06,801186.2082084023
311,Arun Ghosh,27,Male,Married,Pune,Maharashtra,Doctor,1771200,629793,787,42,Retirement Plans,6,4,1,On-time,Yearly,0.2994883952069809,36,8,0.77,ULIP,441985,580739.8132569398,17,27,1.06,1190165.1797171452
312,Pankaj Malhotra,42,Female,Married,Kolkata,West Bengal,Software Engineer,426614,278829,702,38,Life Insurance,3,2,1,On-time,Monthly,0.9562909000188908,5,6,0.54,Endowment,204374,494185.5635613955,15,27,1.12,1118654.5284823994
313,Suresh Agarwal,48,Male,Single,Indore,Madhya Pradesh,Lawyer,1736930,544003,846,34,Investment Plans,14,0,0,Late,Yearly,0.1231374937062017,86,7,0.8,Term,436366,837797.8091419059,17,20,1.12,2996106.798312808
314,Pooja Das,61,Male,Single,Jaipur,Rajasthan,Mechanic,923550,1139556,836,26,Investment Plans,14,5,0,Late,Lump Sum,0.8899726950723257,71,10,0.63,Endowment,481463,768983.8465370472,18,21,1.06,1374258.6915788664
315,Rahul Malhotra,51,Female,Single,Chennai,Tamil Nadu,Farmer,1451820,1325811,892,19,Investment Plans,12,3,0,On-time,Yearly,0.5179085708168768,91,8,0.66,Endowment,286997,492508.65579249855,6,14,1.12,566481.1891797528
316,Sunita Iyer,32,Male,Single,Ahmedabad,Gujarat,Plumber,1769369,1185810,856,33,Retirement Plans,8,2,3,Late,Yearly,0.860541430190207,70,7,0.71,ULIP,140900,250994.08934427073,17,18,1.15,1516262.0982435138
317,Pankaj Nair,27,Female,Married,Delhi,Delhi,Journalist,1800593,195740,449,48,Retirement Plans,0,2,2,Late,Lump Sum,0.0333194032254355,56,5,0.7,Endowment,435008,861651.941696496,18,18,1.06,1241660.3662303013
318,Divya Joshi,60,Male,Married,Delhi,Delhi,Teacher,811623,162611,507,42,Retirement Plans,20,0,3,On-time,Lump Sum,0.8229253162656496,0,1,0.61,Endowment,79129,148001.556664455,8,19,1.15,242057.42008985335
319,Neha Saxena,38,Male,Single,Ahmedabad,Gujarat,Shop Owner,261285,1156837,380,14,Life Insurance,13,0,3,Late,Lump Sum,0.6411545817313614,91,7,0.37,ULIP,257091,615786.822321368,9,28,1.12,712933.5908316266
320,Sneha Ghosh,24,Male,Married,Indore,Madhya Pradesh,Shop Owner,1234003,1459668,630,26,Life Insurance,19,0,2,On-time,Yearly,0.2474590183787918,45,6,0.59,Endowment,225550,416377.147640233,6,10,1.12,445195.70664325147
321,Sunita Ghosh,43,Male,Married,Patna,Bihar,Software Engineer,1058648,999424,586,7,Retirement Plans,5,1,1,Late,Monthly,0.3520592778517502,95,7,0.5,Endowment,264883,659507.1288725766,5,16,1.15,532774.3258965623
322,Vikram Agarwal,37,Female,Married,Jaipur,Rajasthan,Journalist,1918081,1068232,760,5,Car Insurance,17,2,2,Late,Monthly,0.0178116679648583,96,10,0.74,Endowment,134130,309418.11845705466,12,13,1.12,522567.2598803265
323,Manish Malhotra,58,Male,Married,Bangalore,Karnataka,Plumber,1757244,708682,381,35,Retirement Plans,20,1,3,On-time,Monthly,0.8019040777698533,41,10,0.75,Term,480514,706866.6876846711,11,10,1.06,912159.0334599889
324,Pooja Gupta,31,Female,Married,Patna,Bihar,Doctor,1536256,1350947,404,40,Retirement Plans,20,2,3,On-time,Lump Sum,0.1783286514393006,48,3,0.6,Term,445203,1072838.51574865,1,24,1.15,511983.44999999995
325,Suman Bose,51,Female,Married,Jaipur,Rajasthan,Teacher,1613093,108093,738,40,Retirement Plans,15,0,0,Late,Lump Sum,0.7858678692503891,92,8,0.83,Term,166922,225557.74542819127,11,17,1.06,316867.79195446597
326,Amit Nair,63,Male,Single,Bangalore,Karnataka,Civil Engineer,1927408,1058265,739,10,Health Insurance,14,5,3,On-time,Lump Sum,0.5502546736034798,2,2,0.66,ULIP,425328,962383.1244970838,19,21,1.15,6053170.970666934
327,Priya Malhotra,65,Female,Married,Hyderabad,Telangana,Electrician,447339,1418787,869,20,Life Insurance,17,3,2,Late,Lump Sum,0.5261448928646819,69,8,0.52,Whole Life,141789,240305.45500637605,9,27,1.12,393192.06394010485
328,Pooja Yadav,43,Male,Married,Hyderabad,Telangana,Nurse,1645199,169747,748,7,Investment Plans,5,3,0,On-time,Yearly,0.8254597479837661,22,8,0.72,Endowment,175130,410043.5355614086,2,24,1.15,231609.42499999996
329,Kavita Pandey,31,Male,Single,Ahmedabad,Gujarat,Plumber,1832832,125311,875,36,Retirement Plans,12,2,1,Late,Lump Sum,0.7158566761906423,55,6,0.85,Endowment,196492,457526.4536983711,12,26,1.15,1051281.3437247395
330,Rajesh Saxena,53,Female,Single,Indore,Madhya Pradesh,Farmer,1942485,506332,776,49,Life Insurance,16,2,2,Late,Yearly,0.5517246191479013,34,2,0.81,ULIP,58890,132367.2308568047,4,23,1.06,74347.2681744
331,Arun Sharma,30,Female,Single,Chennai,Tamil Nadu,Civil Engineer,1808576,1201548,657,15,Retirement Plans,4,5,2,Late,Monthly,0.700762138475271,22,8,0.63,Endowment,86017,191563.26245177182,4,23,1.12,135349.41478912006
332,Vikram Iyer,51,Female,Single,Ahmedabad,Gujarat,Shop Owner,508880,138295,441,50,Car Insurance,6,1,3,On-time,Monthly,0.8627437879891565,62,3,0.52,Term,198376,316624.5375670268,18,27,1.06,566232.3837982342
