Customer_ID,Name,Age,Gender,Marital_Status,City,State,Occupation,Annual_Income,Expenses,Credit_Score,Website_Visits,Search_History,Chatbot_Interactions,Active_Policies,Matured_Policies,Payment_History,Premium_Type,Email_Response_Rate,App_Interactions,Feedback_Score,Propensity_Score
157,Arun Iyer,31,Male,Married,Jaipur,Rajasthan,Mechanic,1096616,1125793,816,44,Investment Plans,16,2,3,Late,Lump Sum,0.9076480199803852,57,1,0.61
158,Arun Sharma,35,Male,Single,Ahmedabad,Gujarat,Software Engineer,1221819,493694,759,27,Retirement Plans,20,5,3,Late,Monthly,0.6553486509860671,36,2,0.68
159,Priya Saxena,36,Female,Single,Lucknow,Uttar Pradesh,Software Engineer,1160324,144609,816,2,Life Insurance,6,0,3,On-time,Monthly,0.1674748881395716,81,8,0.66
160,Vikram Nair,32,Male,Single,Mumbai,Maharashtra,Electrician,1212724,1088963,403,15,Health Insurance,15,4,3,On-time,Yearly,0.7382498180905709,79,5,0.52
161,Dinesh Sharma,53,Male,Married,Jaipur,Rajasthan,Software Engineer,1243542,1433561,470,40,Car Insurance,15,0,0,Late,Yearly,0.7136258712370951,72,9,0.59
162,Kavita Pandey,53,Female,Married,Lucknow,Uttar Pradesh,Doctor,385306,776028,684,21,Life Insurance,11,4,3,On-time,Monthly,0.9756375173511324,82,1,0.44
163,Pooja Pandey,47,Female,Married,Hyderabad,Telangana,Doctor,217254,852177,835,5,Life Insurance,12,0,2,On-time,Yearly,0.6061068910684686,13,9,0.49
164,Divya Sharma,55,Female,Single,Ahmedabad,Gujarat,Government Employee,926007,444711,523,6,Health Insurance,4,4,0,On-time,Monthly,0.8424506880139636,44,5,0.49
165,Suman Nair,29,Male,Single,Bangalore,Karnataka,Lawyer,1467920,919962,355,29,Car Insurance,11,0,2,Late,Yearly,0.4789227029088995,89,3,0.55
166,Rahul Saxena,40,Female,Single,Mumbai,Maharashtra,Government Employee,333282,737439,634,23,Car Insurance,7,4,2,Late,Monthly,0.5544595408551091,66,8,0.48
167,Sunita Kumar,59,Female,Single,Patna,Bihar,Government Employee,1200988,96968,335,9,Retirement Plans,0,2,1,Late,Yearly,0.1152451480796018,26,1,0.47
168,Neha Nair,24,Male,Single,Mumbai,Maharashtra,Civil Engineer,1841052,58838,665,8,Health Insurance,18,1,3,On-time,Monthly,0.134711026110035,18,7,0.79
169,Neha Sharma,27,Male,Single,Kolkata,West Bengal,Businessman,1373758,1451526,452,1,Investment Plans,0,2,0,On-time,Monthly,0.9819244064697694,43,5,0.41
170,Kavita Sharma,23,Male,Married,Pune,Maharashtra,Teacher,641953,832340,711,22,Car Insurance,8,5,2,On-time,Monthly,0.1388995145816556,11,9,0.55
171,Rahul Bose,46,Male,Single,Delhi,Delhi,Nurse,923457,105842,812,3,Car Insurance,20,3,2,Late,Monthly,0.581824719784146,97,3,0.64
172,Divya Nair,41,Male,Married,Pune,Maharashtra,Electrician,975185,1363083,875,16,Retirement Plans,20,5,0,On-time,Monthly,0.5339712619195008,64,6,0.6
173,Anjali Saxena,42,Female,Single,Bangalore,Karnataka,Businessman,1963551,659224,519,40,Health Insurance,16,0,2,Late,Yearly,0.3179886676979852,12,10,0.8
174,Arun Patel,65,Female,Married,Chennai,Tamil Nadu,Journalist,468512,584476,446,5,Investment Plans,2,1,1,Late,Monthly,0.3109298250411469,56,8,0.41
175,Neha Singh,32,Male,Single,Hyderabad,Telangana,Doctor,1083066,402972,891,14,Health Insurance,2,0,1,On-time,Lump Sum,0.651733734759526,37,3,0.59
176,Divya Gupta,54,Female,Married,Indore,Madhya Pradesh,Teacher,568864,212849,832,8,Investment Plans,20,4,3,Late,Yearly,0.0407830194420423,28,2,0.58
177,Suman Nair,27,Female,Married,Jaipur,Rajasthan,Mechanic,946221,1488043,789,36,Car Insurance,18,3,0,Late,Monthly,0.546318198313762,73,10,0.63
178,Rajesh Chopra,25,Male,Single,Lucknow,Uttar Pradesh,Plumber,1212106,466766,863,3,Health Insurance,13,1,2,Late,Lump Sum,0.2541956582431068,47,1,0.61
179,Amit Joshi,65,Male,Single,Lucknow,Uttar Pradesh,Nurse,1028520,993603,349,21,Car Insurance,14,4,1,On-time,Monthly,0.1615083295998667,81,10,0.54
180,Neha Gupta,46,Male,Married,Indore,Madhya Pradesh,Doctor,1609095,723588,488,9,Investment Plans,17,1,2,On-time,Monthly,0.392619348063103,64,6,0.64
181,Rajesh Reddy,36,Female,Single,Bangalore,Karnataka,Bank Manager,971541,838857,869,34,Car Insurance,1,2,0,Late,Yearly,0.8323530165563755,5,3,0.56
182,Pooja Sharma,40,Male,Married,Hyderabad,Telangana,Mechanic,1898943,861504,492,23,Investment Plans,11,1,2,On-time,Yearly,0.0565463296455087,72,1,0.62
183,Kavita Mehta,45,Male,Married,Delhi,Delhi,Journalist,1947602,680567,712,20,Health Insurance,15,3,1,On-time,Monthly,0.4573753091662205,22,5,0.75
184,Pooja Chopra,27,Female,Single,Patna,Bihar,Electrician,1206956,326747,625,36,Health Insurance,7,4,0,Late,Yearly,0.4638591897816196,27,1,0.6
185,Amit Das,37,Male,Single,Jaipur,Rajasthan,Businessman,1239401,901316,495,8,Health Insurance,2,3,1,Late,Lump Sum,0.1627014501891222,87,7,0.5
186,Vikram Chopra,22,Female,Single,Delhi,Delhi,Mechanic,1626692,136524,816,35,Investment Plans,14,3,2,On-time,Monthly,0.2990676136766813,72,9,0.84
187,Rahul Singh,28,Female,Married,Kolkata,West Bengal,Doctor,558543,957187,695,12,Car Insurance,4,1,0,On-time,Yearly,0.0880181558682486,47,2,0.41
188,Suresh Nair,46,Female,Single,Ahmedabad,Gujarat,Mechanic,1134669,1392506,424,8,Car Insurance,0,5,1,On-time,Yearly,0.7757140373729957,52,3,0.37
189,Rohit Sharma,57,Male,Married,Ahmedabad,Gujarat,Lawyer,974983,390828,671,49,Life Insurance,8,2,0,On-time,Monthly,0.1370407115622874,88,4,0.63
190,Vikram Kumar,57,Male,Married,Patna,Bihar,Software Engineer,1654325,684760,731,50,Investment Plans,3,4,1,Late,Yearly,0.252495877720165,70,2,0.68
191,Meena Patel,41,Male,Single,Indore,Madhya Pradesh,Businessman,1069279,462177,414,35,Health Insurance,11,4,3,On-time,Monthly,0.925006500682816,48,9,0.62
192,Sunita Singh,58,Female,Married,Jaipur,Rajasthan,Teacher,1931855,562012,589,7,Investment Plans,12,3,0,On-time,Lump Sum,0.8370549120095097,10,1,0.65
193,Pooja Nair,64,Female,Single,Chennai,Tamil Nadu,Teacher,1224103,1142916,304,6,Health Insurance,9,1,2,On-time,Yearly,0.96019014738334,28,8,0.47
194,Sneha Verma,28,Female,Married,Indore,Madhya Pradesh,Mechanic,1428015,482246,545,29,Health Insurance,10,5,3,On-time,Lump Sum,0.5785010577249354,16,4,0.64
195,Vikram Chopra,46,Male,Married,Hyderabad,Telangana,Plumber,1526586,858565,883,27,Life Insurance,14,5,0,On-time,Lump Sum,0.3408159999644417,32,7,0.73
196,Kavita Gupta,50,Male,Single,Lucknow,Uttar Pradesh,Businessman,1225938,886498,371,23,Health Insurance,14,4,3,Late,Lump Sum,0.2976212172202441,9,4,0.53
197,Pankaj Verma,44,Male,Married,Indore,Madhya Pradesh,Civil Engineer,823001,227004,579,10,Investment Plans,6,1,3,On-time,Lump Sum,0.963117610792624,71,7,0.55
198,Anjali Sharma,65,Male,Single,Delhi,Delhi,Doctor,999662,481150,556,4,Car Insurance,17,5,1,On-time,Yearly,0.9307199418367788,50,3,0.55
199,Kavita Pandey,52,Female,Married,Bangalore,Karnataka,Doctor,1476593,981413,874,27,Retirement Plans,4,0,2,Late,Yearly,0.5940504606536834,13,10,0.69
200,Meena Patel,62,Male,Married,Kolkata,West Bengal,Businessman,1623950,1361924,718,41,Life Insurance,9,3,3,On-time,Lump Sum,0.1406944473438458,46,4,0.63
201,Rahul Sharma,45,Female,Married,Kolkata,West Bengal,Doctor,908321,206996,791,40,Car Insurance,2,2,0,Late,Monthly,0.085401101201565,33,8,0.66
202,Pankaj Yadav,28,Female,Married,Delhi,Delhi,Shop Owner,1723194,1139415,478,5,Life Insurance,7,4,0,Late,Lump Sum,0.1366248432116723,13,6,0.56
203,Pankaj Das,33,Female,Single,Jaipur,Rajasthan,Doctor,1836967,474049,664,36,Car Insurance,14,5,3,On-time,Monthly,0.5276632805089965,27,1,0.73
204,Anjali Patel,58,Female,Single,Jaipur,Rajasthan,Teacher,1367023,646647,682,7,Car Insurance,0,0,3,Late,Lump Sum,0.6657403509229829,58,8,0.59
205,Amit Saxena,58,Female,Married,Pune,Maharashtra,Nurse,1854287,1309433,408,26,Health Insurance,12,0,3,On-time,Yearly,0.587011695791304,100,9,0.64
206,Sunita Singh,43,Female,Single,Hyderabad,Telangana,Farmer,644741,665082,788,7,Car Insurance,17,5,2,Late,Lump Sum,0.6020187219295652,12,5,0.55
207,Pankaj Iyer,54,Female,Single,Indore,Madhya Pradesh,Government Employee,1400425,749948,582,16,Retirement Plans,7,5,1,On-time,Lump Sum,0.1096684855416177,5,7,0.6
208,Neha Reddy,24,Male,Married,Lucknow,Uttar Pradesh,Businessman,1959989,1032806,813,39,Investment Plans,19,5,0,On-time,Monthly,0.3909913889626147,97,4,0.78
209,Sneha Kumar,27,Female,Married,Pune,Maharashtra,Shop Owner,274910,1233014,501,29,Car Insurance,12,3,2,Late,Monthly,0.7514515151175026,0,2,0.37
210,Sneha Saxena,46,Female,Single,Bangalore,Karnataka,Civil Engineer,1829900,832148,614,36,Life Insurance,4,5,1,On-time,Lump Sum,0.7445667295089076,99,8,0.7
211,Pooja Patel,28,Female,Married,Patna,Bihar,Mechanic,502463,370451,491,24,Car Insurance,11,2,1,Late,Lump Sum,0.4456912109122538,72,3,0.48
212,Rajesh Pandey,43,Male,Married,Hyderabad,Telangana,Electrician,1585341,539730,526,10,Life Insurance,14,3,2,On-time,Lump Sum,0.9379834765889884,92,6,0.65
213,Neha Agarwal,37,Female,Married,Patna,Bihar,Farmer,635871,59507,390,39,Investment Plans,0,1,2,Late,Lump Sum,0.5120859117083555,71,5,0.5
214,Amit Singh,46,Female,Single,Hyderabad,Telangana,Shop Owner,1004477,390000,793,17,Car Insurance,15,0,1,On-time,Lump Sum,0.5277943257975574,73,2,0.62
215,Dinesh Nair,44,Male,Single,Patna,Bihar,Software Engineer,1957296,1436942,695,11,Retirement Plans,1,4,3,Late,Yearly,0.1766034265633864,47,10,0.63
216,Dinesh Bose,52,Male,Married,Bangalore,Karnataka,Electrician,453627,213312,859,30,Retirement Plans,0,0,0,Late,Yearly,0.8518594576207069,20,7,0.57
217,Divya Nair,27,Male,Single,Ahmedabad,Gujarat,Electrician,1377051,406239,492,32,Health Insurance,16,4,0,Late,Monthly,0.8316986585231543,28,6,0.68
218,Sunita Gupta,56,Female,Single,Bangalore,Karnataka,Businessman,1175744,520795,709,1,Life Insurance,18,5,0,On-time,Lump Sum,0.7586896516350534,15,9,0.66
219,Pankaj Chopra,58,Male,Married,Ahmedabad,Gujarat,Nurse,1408475,326359,397,22,Car Insurance,3,1,1,Late,Lump Sum,0.2567536484297469,34,9,0.62
220,Priya Gupta,59,Male,Single,Lucknow,Uttar Pradesh,Software Engineer,271582,1466168,550,12,Health Insurance,4,4,0,Late,Yearly,0.4672068961405671,85,7,0.33
221,Pankaj Nair,52,Male,Single,Jaipur,Rajasthan,Businessman,1595667,291061,757,9,Health Insurance,6,0,1,Late,Monthly,0.8556463083839152,84,9,0.72
222,Rahul Patel,65,Female,Married,Pune,Maharashtra,Journalist,1519811,1414275,820,32,Car Insurance,18,2,3,On-time,Monthly,0.0744562392867025,68,7,0.69
223,Suresh Pandey,43,Male,Married,Bangalore,Karnataka,Mechanic,1575926,760694,731,12,Car Insurance,14,3,3,Late,Yearly,0.9798589491032982,52,2,0.64
224,Vikram Iyer,42,Female,Single,Lucknow,Uttar Pradesh,Mechanic,346817,1300320,651,44,Car Insurance,15,2,0,Late,Yearly,0.9026886537163998,53,2,0.45
225,Divya Saxena,32,Female,Single,Kolkata,West Bengal,Lawyer,416143,673303,745,23,Retirement Plans,12,4,3,On-time,Lump Sum,0.7534127864584045,22,10,0.57
226,Suresh Ghosh,48,Male,Single,Lucknow,Uttar Pradesh,Bank Manager,1990377,1060066,556,14,Investment Plans,19,3,0,On-time,Monthly,0.9946316018023688,3,10,0.74
227,Divya Saxena,28,Male,Married,Kolkata,West Bengal,Plumber,1748664,590549,814,27,Investment Plans,12,1,2,Late,Monthly,0.190326205651353,25,6,0.76
228,Pooja Kumar,63,Female,Single,Hyderabad,Telangana,Software Engineer,1548450,592645,458,28,Health Insurance,3,5,0,On-time,Monthly,0.8844274584625178,48,6,0.61
229,Rahul Gupta,26,Female,Married,Mumbai,Maharashtra,Doctor,1829288,694826,749,40,Retirement Plans,20,3,2,Late,Lump Sum,0.1415546509051002,93,4,0.79
230,Arun Das,62,Female,Married,Ahmedabad,Gujarat,Journalist,998604,1443436,382,35,Car Insurance,0,3,2,Late,Monthly,0.880396818370395,94,1,0.37
231,Amit Chopra,46,Male,Single,Ahmedabad,Gujarat,Lawyer,599513,524554,711,29,Car Insurance,7,4,3,On-time,Monthly,0.2966214033534633,87,1,0.5
232,Pankaj Pandey,56,Female,Married,Ahmedabad,Gujarat,Plumber,1487151,906009,876,31,Car Insurance,15,1,2,On-time,Lump Sum,0.027373470883056,47,7,0.73
233,Suman Das,34,Female,Single,Indore,Madhya Pradesh,Civil Engineer,1217066,251397,388,3,Retirement Plans,19,5,3,Late,Monthly,0.5121045877603453,92,3,0.57
234,Suresh Reddy,31,Female,Single,Mumbai,Maharashtra,Nurse,409810,520930,870,29,Investment Plans,15,1,0,On-time,Monthly,0.1530544098503315,13,1,0.55
235,Suman Singh,41,Male,Single,Pune,Maharashtra,Electrician,1530199,532475,567,27,Investment Plans,13,3,2,Late,Monthly,0.3440531838566406,93,6,0.68
236,Sneha Sharma,54,Female,Single,Ahmedabad,Gujarat,Electrician,797848,579307,519,23,Retirement Plans,9,2,1,Late,Yearly,0.2709923806596267,64,10,0.57
237,Manish Chopra,42,Male,Single,Mumbai,Maharashtra,Teacher,1055871,936912,556,18,Retirement Plans,10,4,1,Late,Monthly,0.5497732789184469,20,10,0.57
238,Rajesh Kumar,29,Female,Single,Hyderabad,Telangana,Civil Engineer,1798762,1249929,428,25,Health Insurance,15,4,2,On-time,Lump Sum,0.9172578833811847,33,8,0.65
239,Pooja Yadav,33,Female,Single,Mumbai,Maharashtra,Government Employee,1125459,1166704,881,12,Car Insurance,0,4,0,Late,Monthly,0.0765762970248129,39,9,0.56
240,Suresh Saxena,43,Male,Single,Chennai,Tamil Nadu,Electrician,1789580,1122977,839,37,Investment Plans,14,0,1,On-time,Lump Sum,0.1815985791238186,59,6,0.75
241,Rahul Pandey,38,Male,Married,Patna,Bihar,Bank Manager,627650,1279695,356,49,Retirement Plans,10,3,2,Late,Yearly,0.3709037069783092,75,1,0.4
242,Dinesh Sharma,28,Male,Married,Jaipur,Rajasthan,Mechanic,815727,398376,560,17,Life Insurance,11,4,2,Late,Lump Sum,0.8594516646866743,22,3,0.53
243,Rahul Sharma,54,Male,Married,Chennai,Tamil Nadu,Teacher,979509,1421122,805,21,Car Insurance,16,0,0,On-time,Yearly,0.4540908035496591,50,7,0.58
244,Sneha Chopra,45,Female,Married,Chennai,Tamil Nadu,Electrician,411603,551637,429,38,Car Insurance,19,4,2,Late,Monthly,0.7881176265390564,19,3,0.5
245,Rohit Chopra,34,Female,Married,Patna,Bihar,Civil Engineer,503114,125853,392,34,Life Insurance,2,5,2,On-time,Lump Sum,0.6800413009204443,61,7,0.5
246,Divya Reddy,38,Male,Married,Lucknow,Uttar Pradesh,Nurse,1515504,1323239,894,8,Investment Plans,14,0,3,Late,Monthly,0.3840771126078717,19,5,0.63
247,Rajesh Reddy,53,Male,Married,Indore,Madhya Pradesh,Bank Manager,1957642,694701,848,1,Car Insurance,20,5,1,On-time,Yearly,0.5905976476753553,3,5,0.76
248,Meena Nair,56,Female,Married,Bangalore,Karnataka,Government Employee,1975307,853808,844,39,Investment Plans,7,1,1,Late,Monthly,0.4248075505931832,2,6,0.77
249,Neha Yadav,28,Male,Married,Kolkata,West Bengal,Teacher,1589715,447987,622,35,Car Insurance,16,0,1,Late,Yearly,0.4872797774470533,80,2,0.7
250,Rohit Agarwal,23,Female,Single,Mumbai,Maharashtra,Bank Manager,1717978,1348515,432,9,Car Insurance,2,4,2,On-time,Yearly,0.1107501462329546,39,5,0.5
251,Neha Pandey,39,Female,Single,Patna,Bihar,Civil Engineer,993359,1349963,730,9,Retirement Plans,17,3,2,On-time,Monthly,0.4519994082511057,40,9,0.57
252,Rahul Sharma,29,Male,Single,Lucknow,Uttar Pradesh,Bank Manager,1993719,332973,465,12,Investment Plans,2,5,0,On-time,Lump Sum,0.0443932831106935,20,1,0.61
253,Dinesh Iyer,45,Female,Single,Delhi,Delhi,Teacher,681772,588600,546,33,Investment Plans,2,5,3,On-time,Yearly,0.6642829486685645,41,5,0.49
254,Amit Saxena,37,Male,Married,Ahmedabad,Gujarat,Doctor,1649411,699104,670,29,Life Insurance,18,1,3,On-time,Monthly,0.6194830620862621,97,1,0.68
255,Rohit Singh,41,Male,Married,Kolkata,West Bengal,Shop Owner,628842,771016,799,16,Investment Plans,11,3,0,Late,Yearly,0.5877335854151776,9,6,0.54
256,Rahul Bose,41,Male,Married,Pune,Maharashtra,Mechanic,378137,530282,790,25,Retirement Plans,8,3,3,Late,Lump Sum,0.0576079453628189,55,2,0.49
257,Divya Nair,36,Male,Married,Delhi,Delhi,Nurse,429890,294986,738,22,Health Insurance,11,5,3,Late,Monthly,0.2792097382509552,39,9,0.59
258,Rohit Saxena,38,Male,Single,Mumbai,Maharashtra,Mechanic,836145,999280,586,10,Health Insurance,4,3,3,On-time,Monthly,0.5922932637363174,68,7,0.47
259,Amit Gupta,35,Male,Married,Lucknow,Uttar Pradesh,Bank Manager,791431,1227775,641,22,Health Insurance,0,0,3,On-time,Monthly,0.7031729298889133,7,2,0.4
260,Anjali Bose,27,Male,Married,Jaipur,Rajasthan,Farmer,640278,570580,496,21,Life Insurance,14,2,3,On-time,Lump Sum,0.1307339237269057,39,4,0.5
261,Manish Yadav,31,Female,Single,Patna,Bihar,Nurse,1350573,603622,879,46,Investment Plans,20,0,0,On-time,Monthly,0.6068670475881195,94,2,0.75
262,Rahul Patel,53,Female,Married,Kolkata,West Bengal,Civil Engineer,1471791,1357410,778,2,Car Insurance,12,1,1,Late,Yearly,0.584261457443988,16,5,0.57
263,Dinesh Mehta,61,Male,Single,Indore,Madhya Pradesh,Electrician,1792854,939830,852,46,Car Insurance,14,2,2,Late,Lump Sum,0.8772344048409937,48,10,0.83
264,Pankaj Singh,58,Female,Married,Kolkata,West Bengal,Nurse,655181,1009782,693,36,Retirement Plans,15,1,0,Late,Yearly,0.7222183264306302,29,3,0.53
265,Anjali Agarwal,63,Male,Single,Chennai,Tamil Nadu,Civil Engineer,1982323,1465799,377,2,Life Insurance,8,5,3,On-time,Monthly,0.7158962391822253,98,8,0.56
266,Suman Saxena,27,Female,Single,Mumbai,Maharashtra,Teacher,374015,178068,524,4,Investment Plans,13,1,2,On-time,Yearly,0.1683228859093447,21,8,0.51
267,Priya Yadav,60,Female,Married,Hyderabad,Telangana,Doctor,1530078,1091271,508,42,Car Insurance,9,5,1,Late,Lump Sum,0.6375221151094428,59,3,0.59
268,Suresh Chopra,58,Female,Single,Pune,Maharashtra,Farmer,1767571,236049,621,4,Retirement Plans,8,1,2,Late,Monthly,0.1256001397276134,73,1,0.64
269,Meena Malhotra,47,Male,Married,Delhi,Delhi,Businessman,1866496,713735,605,1,Investment Plans,8,0,0,Late,Monthly,0.7767756841390081,54,6,0.65
270,Dinesh Patel,57,Female,Married,Ahmedabad,Gujarat,Nurse,1991276,556518,611,12,Retirement Plans,13,5,1,Late,Yearly,0.6700472070832948,83,3,0.7
271,Rajesh Patel,40,Female,Single,Mumbai,Maharashtra,Bank Manager,363947,767962,551,24,Health Insurance,18,2,2,Late,Monthly,0.3605014151650171,7,1,0.45
272,Rohit Malhotra,55,Male,Single,Chennai,Tamil Nadu,Shop Owner,702871,678886,406,16,Car Insurance,18,4,0,Late,Yearly,0.6678785765755596,38,4,0.49
273,Suman Kumar,33,Male,Married,Lucknow,Uttar Pradesh,Nurse,1604682,278852,344,31,Car Insurance,7,4,0,On-time,Yearly,0.3946530205263011,51,3,0.62
274,Suman Iyer,27,Male,Married,Indore,Madhya Pradesh,Nurse,933666,296544,574,36,Car Insurance,10,0,3,On-time,Yearly,0.7921726266035316,20,9,0.65
275,Dinesh Agarwal,45,Male,Single,Mumbai,Maharashtra,Bank Manager,340354,920527,868,37,Retirement Plans,2,0,1,On-time,Yearly,0.0698539127307174,31,10,0.54
276,Rahul Reddy,27,Male,Single,Mumbai,Maharashtra,Bank Manager,546210,981389,308,40,Car Insurance,3,5,0,On-time,Lump Sum,0.1265947368666686,64,8,0.43
277,Manish Joshi,45,Male,Single,Delhi,Delhi,Teacher,749436,81546,813,14,Investment Plans,11,0,0,Late,Monthly,0.0015159305176857,14,3,0.6
278,Anjali Mehta,28,Female,Single,Delhi,Delhi,Shop Owner,1878552,438312,839,3,Retirement Plans,5,3,0,On-time,Yearly,0.6104577976079167,82,5,0.71
279,Sunita Iyer,34,Male,Single,Mumbai,Maharashtra,Farmer,617717,900983,377,32,Car Insurance,0,2,3,Late,Lump Sum,0.5786431851664954,95,5,0.4
280,Neha Mehta,44,Female,Single,Kolkata,West Bengal,Bank Manager,360197,66083,424,45,Life Insurance,19,1,0,Late,Yearly,0.3292058344628845,62,5,0.58
281,Rohit Das,47,Female,Single,Hyderabad,Telangana,Shop Owner,1000919,886399,851,38,Life Insurance,9,1,1,Late,Yearly,0.103615292781324,42,4,0.61
282,Suman Verma,48,Male,Married,Mumbai,Maharashtra,Mechanic,534322,975178,657,36,Retirement Plans,15,4,1,Late,Monthly,0.7084486011159834,51,7,0.55
283,Kavita Nair,62,Male,Married,Lucknow,Uttar Pradesh,Electrician,1489283,749969,507,14,Car Insurance,18,3,1,On-time,Lump Sum,0.5366317428991683,28,1,0.59
284,Divya Gupta,45,Female,Married,Bangalore,Karnataka,Electrician,1375455,209513,829,35,Retirement Plans,9,5,1,Late,Yearly,0.8146734632157284,73,10,0.78
285,Neha Nair,33,Female,Single,Kolkata,West Bengal,Mechanic,1413288,876025,479,31,Life Insurance,13,4,1,On-time,Yearly,0.5350034563328498,88,2,0.58
286,Sneha Agarwal,46,Female,Married,Ahmedabad,Gujarat,Mechanic,1709463,583733,763,5,Health Insurance,6,5,3,On-time,Monthly,0.5330726301402366,24,2,0.63
287,Rahul Agarwal,45,Female,Single,Ahmedabad,Gujarat,Software Engineer,662589,1170045,880,17,Life Insurance,18,1,1,On-time,Lump Sum,0.2594934057494772,40,10,0.6
288,Amit Singh,60,Female,Single,Hyderabad,Telangana,Lawyer,1982572,1206443,361,10,Investment Plans,2,4,2,On-time,Yearly,0.5155571041704474,1,6,0.55
289,Manish Sharma,56,Male,Single,Delhi,Delhi,Plumber,1923117,1153028,859,2,Car Insurance,7,3,2,On-time,Monthly,0.5166111810393738,82,4,0.64
290,Divya Patel,38,Male,Single,Jaipur,Rajasthan,Software Engineer,463597,103327,752,14,Health Insurance,14,4,2,Late,Lump Sum,0.1315770103096901,22,8,0.6
291,Pooja Das,63,Male,Married,Patna,Bihar,Mechanic,1018738,899908,867,2,Investment Plans,12,5,0,Late,Yearly,0.45634279790013,25,2,0.54
292,Anjali Pandey,62,Female,Single,Lucknow,Uttar Pradesh,Farmer,392967,881119,463,24,Life Insurance,4,0,2,On-time,Yearly,0.9826465713083954,63,7,0.41
293,Rajesh Joshi,49,Female,Married,Kolkata,West Bengal,Software Engineer,1183669,1371406,690,4,Car Insurance,17,2,1,Late,Lump Sum,0.0247776615876237,93,9,0.58
294,Manish Sharma,43,Male,Single,Kolkata,West Bengal,Doctor,563932,1276183,493,9,Investment Plans,20,2,3,On-time,Yearly,0.8304624696785635,31,2,0.4
295,Pankaj Singh,52,Male,Married,Pune,Maharashtra,Bank Manager,565553,176618,851,47,Health Insurance,12,3,2,Late,Monthly,0.4536105294813449,53,2,0.63
296,Pankaj Patel,42,Male,Married,Kolkata,West Bengal,Doctor,1130429,978584,339,48,Car Insurance,0,4,0,On-time,Yearly,0.2503372701464438,50,8,0.52
297,Rajesh Malhotra,29,Female,Single,Indore,Madhya Pradesh,Shop Owner,447487,1357439,661,25,Retirement Plans,2,3,2,Late,Yearly,0.9926134062299798,67,1,0.35
298,Meena Ghosh,34,Male,Single,Indore,Madhya Pradesh,Businessman,312468,460298,738,19,Retirement Plans,18,1,3,Late,Monthly,0.4546036353459139,24,7,0.56
299,Dinesh Pandey,58,Male,Single,Delhi,Delhi,Plumber,1403551,338736,668,45,Car Insurance,7,3,2,Late,Lump Sum,0.86063112040295,97,1,0.66
300,Sneha Saxena,25,Male,Married,Jaipur,Rajasthan,Shop Owner,563060,733503,687,33,Car Insurance,10,1,3,On-time,Lump Sum,0.917070042108564,24,4,0.52
301,Sneha Verma,41,Female,Married,Indore,Madhya Pradesh,Teacher,655603,384089,354,2,Investment Plans,18,0,2,On-time,Monthly,0.8491920327842566,47,7,0.5
302,Anjali Chopra,40,Male,Single,Chennai,Tamil Nadu,Nurse,1226214,379616,802,40,Retirement Plans,0,0,2,On-time,Lump Sum,0.4091191493068097,8,4,0.64
303,Manish Agarwal,24,Female,Married,Delhi,Delhi,Nurse,951400,1421116,801,50,Investment Plans,17,3,0,On-time,Yearly,0.0853942836373969,11,6,0.62
304,Sneha Verma,45,Female,Married,Mumbai,Maharashtra,Plumber,635646,907833,671,39,Health Insurance,1,2,2,On-time,Yearly,0.421119421517054,67,2,0.46
305,Kavita Joshi,32,Male,Married,Indore,Madhya Pradesh,Teacher,1190609,131208,894,35,Retirement Plans,12,2,0,Late,Lump Sum,0.5631893101885015,85,7,0.76
306,Meena Gupta,22,Female,Married,Indore,Madhya Pradesh,Teacher,1479605,486896,312,44,Life Insurance,18,4,1,On-time,Yearly,0.4947518882055559,38,8,0.7
307,Divya Nair,36,Female,Married,Hyderabad,Telangana,Government Employee,1162215,626413,509,7,Car Insurance,17,2,0,Late,Monthly,0.1720927762804985,56,2,0.54
308,Arun Verma,31,Female,Single,Kolkata,West Bengal,Government Employee,1174553,1246441,808,27,Retirement Plans,13,4,3,Late,Yearly,0.8541178267213069,65,5,0.6
309,Kavita Yadav,52,Male,Single,Indore,Madhya Pradesh,Nurse,1878088,514861,586,43,Car Insurance,11,2,3,On-time,Lump Sum,0.3537765318109122,74,10,0.8
310,Vikram Reddy,24,Male,Married,Mumbai,Maharashtra,Doctor,1720716,420861,625,10,Life Insurance,10,3,3,On-time,Lump Sum,0.2366965771288302,61,9,0.72
311,Arun Ghosh,27,Male,Married,Pune,Maharashtra,Doctor,1771200,629793,787,42,Retirement Plans,6,4,1,On-time,Yearly,0.2994883952069809,36,8,0.77
312,Pankaj Malhotra,42,Female,Married,Kolkata,West Bengal,Software Engineer,426614,278829,702,38,Life Insurance,3,2,1,On-time,Monthly,0.9562909000188908,5,6,0.54
313,Suresh Agarwal,48,Male,Single,Indore,Madhya Pradesh,Lawyer,1736930,544003,846,34,Investment Plans,14,0,0,Late,Yearly,0.1231374937062017,86,7,0.8
314,Pooja Das,61,Male,Single,Jaipur,Rajasthan,Mechanic,923550,1139556,836,26,Investment Plans,14,5,0,Late,Lump Sum,0.8899726950723257,71,10,0.63
315,Rahul Malhotra,51,Female,Single,Chennai,Tamil Nadu,Farmer,1451820,1325811,892,19,Investment Plans,12,3,0,On-time,Yearly,0.5179085708168768,91,8,0.66
